,Happiness Rank,Region,Freedom,Happiness Score,Country,Generosity,Family,Trust (Government Corruption),Health (Life Expectancy),Economy (GDP per Capita),Year
440,126,Sub-Saharan Africa,0.235961347818375,4.28000020980835,Congo (Kinshasa),0.246455833315849,1.22902345657349,0.0602413564920425,0.191407024860382,0.0921023488044739,2017
441,127,Sub-Saharan Africa,0.306613743305206,4.19000005722046,Mali,0.183354198932648,1.28147339820862,0.104970246553421,0.169365674257278,0.476180493831635,2017
442,128,Sub-Saharan Africa,0.447706192731857,4.17999982833862,Ivory Coast,0.201237469911575,0.904780030250549,0.130061775445938,0.0486421696841717,0.603048920631409,2017
443,129,Southeastern Asia,0.633375823497772,4.16800022125244,Cambodia,0.385922968387604,1.00623834133148,0.0681059509515762,0.429783403873444,0.601765096187592,2017
444,130,Sub-Saharan Africa,0.0149958552792668,4.13899993896484,Sudan,0.182317450642586,1.21400856971741,0.089847519993782,0.290920823812485,0.65951669216156,2017
445,131,Sub-Saharan Africa,0.423026293516159,4.11999988555908,Ghana,0.256923943758011,0.873664736747742,0.0253363698720932,0.295637726783752,0.667224824428558,2017
446,132,Central and Eastern Europe,0.122974775731564,4.09600019454956,Ukraine,0.270061463117599,1.39453756809235,0.0230294708162546,0.575903952121735,0.89465194940567,2017
447,133,Sub-Saharan Africa,0.443185955286026,4.08099985122681,Uganda,0.325766056776047,1.12982773780823,0.057069718837738,0.217632606625557,0.381430715322495,2017
448,134,Sub-Saharan Africa,0.324367851018906,4.03200006484985,Burkina Faso,0.250864684581757,1.04328000545502,0.120328105986118,0.215844258666039,0.3502277135849,2017
449,135,Sub-Saharan Africa,0.36365869641304,4.02799987792969,Niger,0.228673845529556,0.993025004863739,0.138572946190834,0.26850500702858,0.161925330758095,2017
450,136,Sub-Saharan Africa,0.466914653778076,3.97000002861023,Malawi,0.287170469760895,0.512568831443787,0.0727116540074348,0.315089583396912,0.233442038297653,2017
451,137,Sub-Saharan Africa,0.16234202682972,3.93600010871887,Chad,0.216113850474358,0.953855872154236,0.0535818822681904,0.0411347150802612,0.438012987375259,2017
452,138,Sub-Saharan Africa,0.336384207010269,3.875,Zimbabwe,0.189143493771553,1.08309590816498,0.0953753814101219,0.196763753890991,0.375846534967422,2017
453,139,Sub-Saharan Africa,0.390661299228668,3.80800008773804,Lesotho,0.157497271895409,1.19009518623352,0.119094640016556,0.0,0.521021246910095,2017
454,140,Sub-Saharan Africa,0.0,3.79500007629395,Angola,0.097926490008831,1.10441195964813,0.0697203353047371,0.0498686656355858,0.858428180217743,2017
455,141,Southern Asia,0.106179520487785,3.79399991035461,Afghanistan,0.311870932579041,0.581543326377869,0.0611578300595284,0.180746778845787,0.401477217674255,2017
456,142,Sub-Saharan Africa,0.505196332931519,3.76600003242493,Botswana,0.0993484482169151,1.22155499458313,0.0985831990838051,0.341755509376526,1.12209415435791,2017
457,143,Sub-Saharan Africa,0.425962775945663,3.65700006484985,Benin,0.207948461174965,0.435299843549728,0.0609290152788162,0.209930211305618,0.431085407733917,2017
458,144,Sub-Saharan Africa,0.189196765422821,3.64400005340576,Madagascar,0.208732530474663,0.913020372390747,0.0672319754958153,0.375223308801651,0.305808693170547,2017
459,145,Latin America and Caribbean,0.0303698573261499,3.6029999256134,Haiti,0.489203780889511,0.640449821949005,0.0998721495270729,0.277321130037308,0.368610262870789,2017
460,146,Middle East and Northern Africa,0.249463722109795,3.59299993515015,Yemen,0.104125209152699,0.93538224697113,0.0567674227058887,0.310080915689468,0.591683447360992,2017
461,147,-,0.147062435746193,3.59100008010864,South Sudan,0.285670816898346,0.601323127746582,0.116793513298035,0.163486003875732,0.39724862575531,2017
462,148,Sub-Saharan Africa,0.332881182432175,3.53299999237061,Liberia,0.26654988527298,0.872117936611176,0.0389482490718365,0.229918196797371,0.119041793048382,2017
463,149,Sub-Saharan Africa,0.348587512969971,3.50699996948242,Guinea,0.264815092086792,0.791244685649872,0.110937617719173,0.194129139184952,0.244549930095673,2017
464,150,Sub-Saharan Africa,0.38042613863945,3.49499988555908,Togo,0.196896150708199,0.431882530450821,0.0956650152802467,0.247105568647385,0.305444717407227,2017
465,151,Sub-Saharan Africa,0.581843852996826,3.47099995613098,Rwanda,0.252756029367447,0.945707023143768,0.455220013856888,0.326424807310104,0.368745893239975,2017
466,152,Middle East and Northern Africa,0.0815394446253777,3.46199989318848,Syria,0.493663728237152,0.396102607250214,0.151347130537033,0.50053334236145,0.777153134346008,2017
467,153,Sub-Saharan Africa,0.390017777681351,3.34899997711182,Tanzania,0.354256361722946,1.04198980331421,0.0660351067781448,0.364509284496307,0.511135876178741,2017
468,154,Sub-Saharan Africa,0.0599007532000542,2.90499997138977,Burundi,0.204435184597969,0.629793584346771,0.0841479450464249,0.151610791683197,0.091622568666935,2017
469,155,Sub-Saharan Africa,0.270842045545578,2.69300007820129,Central African Republic,0.280876487493515,0.0,0.0565650761127472,0.0187726859003305,0.0,2017
470,1,Western Europe,0.681,7.632,Finland,0.202,1.592,0.393,0.874,1.305,2018
471,2,Western Europe,0.686,7.594,Norway,0.286,1.582,0.34,0.861,1.456,2018
472,3,Western Europe,0.683,7.555,Denmark,0.284,1.59,0.408,0.868,1.351,2018
473,4,Western Europe,0.677,7.495,Iceland,0.353,1.644,0.138,0.914,1.343,2018
474,5,Western Europe,0.66,7.487,Switzerland,0.256,1.549,0.357,0.927,1.42,2018
475,6,Western Europe,0.638,7.441,Netherlands,0.333,1.488,0.295,0.878,1.361,2018
476,7,North America,0.653,7.328,Canada,0.321,1.532,0.291,0.896,1.33,2018
477,8,Australia and New Zealand,0.669,7.324,New Zealand,0.365,1.601,0.389,0.876,1.268,2018
478,9,Western Europe,0.659,7.314,Sweden,0.285,1.501,0.383,0.913,1.355,2018
479,10,Australia and New Zealand,0.647,7.272,Australia,0.361,1.573,0.302,0.91,1.34,2018
480,11,Western Europe,0.464,7.19,United Kingdom,0.262,1.433,0.082,0.888,1.244,2018
481,12,Western Europe,0.617,7.139,Austria,0.242,1.504,0.224,0.891,1.341,2018
482,13,Latin America and Caribbean,0.632,7.072,Costa Rica,0.143,1.459,0.101,0.817,1.01,2018
483,14,Western Europe,0.614,6.977,Ireland,0.307,1.583,0.306,0.876,1.448,2018
484,15,Western Europe,0.586,6.965,Germany,0.273,1.474,0.28,0.861,1.34,2018
485,16,Western Europe,0.583,6.927,Belgium,0.188,1.483,0.24,0.894,1.324,2018
486,17,Western Europe,0.632,6.91,Luxembourg,0.196,1.52,0.321,0.896,1.576,2018
487,18,North America,0.547,6.886,United States,0.291,1.471,0.133,0.819,1.398,2018
488,19,Middle East and Northern Africa,0.533,6.814,Israel,0.354,1.559,0.272,0.883,1.301,2018
489,20,Middle East and Northern Africa,0.284,6.774,United Arab Emirates,0.186,0.776,,0.67,2.096,2018
490,21,Central and Eastern Europe,0.543,6.711,Czech Republic,0.064,1.489,0.034,0.854,1.233,2018
491,22,Western Europe,0.645,6.627,Malta,0.376,1.525,0.142,0.884,1.27,2018
492,23,Western Europe,0.52,6.489,France,0.098,1.466,0.176,0.908,1.293,2018
493,24,Latin America and Caribbean,0.479,6.488,Mexico,0.069,1.252,0.095,0.761,1.038,2018
494,25,Latin America and Caribbean,0.431,6.476,Chile,0.197,1.331,0.061,0.808,1.131,2018
495,26,Eastern Asia,0.418,6.441,Taiwan,0.151,1.436,0.078,0.857,1.365,2018
496,27,Latin America and Caribbean,0.597,6.43,Panama,0.125,1.438,0.063,0.759,1.112,2018
497,28,Latin America and Caribbean,0.493,6.419,Brazil,0.11,1.474,0.088,0.675,0.986,2018
498,29,Latin America and Caribbean,0.57,6.388,Argentina,0.062,1.468,0.054,0.744,1.073,2018
499,30,Latin America and Caribbean,0.604,6.382,Guatemala,0.179,1.268,0.071,0.608,0.781,2018
500,31,Latin America and Caribbean,0.625,6.379,Uruguay,0.13,1.459,0.155,0.771,1.093,2018
501,32,Middle East and Northern Africa,0.654,6.374,Qatar,0.256,1.303,0.171,0.748,1.649,2018
502,33,Middle East and Northern Africa,0.509,6.371,Saudi Arabia,0.098,1.331,0.127,0.633,1.379,2018
503,34,Southeastern Asia,0.631,6.343,Singapore,0.261,1.451,0.457,1.008,1.529,2018
504,35,Southeastern Asia,0.356,6.322,Malaysia,0.311,1.258,0.059,0.669,1.161,2018
505,36,Western Europe,0.449,6.31,Spain,0.142,1.538,0.074,0.965,1.251,2018
506,37,Latin America and Caribbean,0.531,6.26,Colombia,0.099,1.439,0.039,0.635,0.96,2018
507,38,-,0.575,6.192,Trinidad & Tobago,0.171,1.492,0.019,0.564,1.223,2018
508,39,Central and Eastern Europe,0.354,6.173,Slovakia,0.118,1.537,0.014,0.776,1.21,2018
509,40,Latin America and Caribbean,0.461,6.167,El Salvador,0.065,1.231,0.082,0.639,0.806,2018
510,41,Latin America and Caribbean,0.527,6.141,Nicaragua,0.208,1.319,0.128,0.7,0.668,2018
511,42,Central and Eastern Europe,0.546,6.123,Poland,0.108,1.448,0.064,0.781,1.176,2018
512,43,Middle East and Northern Africa,0.594,6.105,Bahrain,0.243,1.366,0.123,0.698,1.338,2018
513,44,Central and Eastern Europe,0.724,6.096,Uzbekistan,0.328,1.584,0.259,0.605,0.719,2018
514,45,Middle East and Northern Africa,0.554,6.083,Kuwait,0.167,1.301,0.106,0.675,1.474,2018
515,46,Southeastern Asia,0.637,6.072,Thailand,0.364,1.417,0.029,0.707,1.016,2018
516,47,Western Europe,0.281,6.0,Italy,0.137,1.501,0.028,0.946,1.264,2018
517,48,Latin America and Caribbean,0.556,5.973,Ecuador,0.114,1.33,0.12,0.736,0.889,2018
518,49,-,0.593,5.956,Belize,0.183,1.101,0.089,0.474,0.807,2018
519,50,Central and Eastern Europe,0.35,5.952,Lithuania,0.026,1.527,0.006,0.716,1.197,2018
520,51,Central and Eastern Europe,0.633,5.948,Slovenia,0.16,1.506,0.051,0.856,1.219,2018
521,52,Central and Eastern Europe,0.528,5.945,Romania,0.088,1.219,0.001,0.726,1.116,2018
522,53,Central and Eastern Europe,0.363,5.933,Latvia,0.092,1.454,0.066,0.671,1.148,2018
523,54,Eastern Asia,0.553,5.915,Japan,0.079,1.462,0.15,0.988,1.294,2018
524,55,Sub-Saharan Africa,0.584,5.891,Mauritius,0.245,1.387,0.05,0.684,1.09,2018
525,56,Latin America and Caribbean,0.575,5.89,Jamaica,0.096,1.493,0.031,0.693,0.819,2018
526,57,Eastern Asia,0.244,5.875,South Korea,0.175,1.204,0.051,0.955,1.266,2018
527,58,-,0.495,5.835,Northern Cyprus,0.179,1.211,0.154,0.909,1.229,2018
528,59,Central and Eastern Europe,0.399,5.81,Russia,0.065,1.479,0.025,0.599,1.151,2018
529,60,Central and Eastern Europe,0.454,5.79,Kazakhstan,0.148,1.516,0.121,0.631,1.143,2018
530,61,Western Europe,0.423,5.762,Cyprus,0.202,1.191,0.035,0.909,1.229,2018
531,62,Latin America and Caribbean,0.606,5.752,Bolivia,0.141,1.223,0.054,0.508,0.751,2018
532,63,Central and Eastern Europe,0.553,5.739,Estonia,0.086,1.532,0.174,0.737,1.2,2018
533,64,Latin America and Caribbean,0.541,5.681,Paraguay,0.162,1.522,0.074,0.615,0.835,2018
534,65,Latin America and Caribbean,0.53,5.663,Peru,0.092,1.249,0.034,0.674,0.934,2018
535,66,Central and Eastern Europe,0.448,5.662,Kosovo,0.274,1.23,0.023,0.578,0.855,2018
536,67,Central and Eastern Europe,0.232,5.64,Moldova,0.171,1.301,0.0,0.62,0.657,2018
537,68,Central and Eastern Europe,0.417,5.636,Turkmenistan,0.199,1.533,0.037,0.517,1.016,2018
538,69,Central and Eastern Europe,0.259,5.62,Hungary,0.061,1.401,0.022,0.732,1.171,2018
539,70,Middle East and Northern Africa,0.496,5.566,Libya,0.116,1.35,0.148,0.553,0.985,2018
540,71,Southeastern Asia,0.643,5.524,Philippines,0.12,1.312,0.105,0.513,0.775,2018
541,72,Latin America and Caribbean,0.459,5.504,Honduras,0.197,1.205,0.074,0.622,0.62,2018
542,73,Central and Eastern Europe,0.307,5.483,Belarus,0.101,1.498,0.154,0.7,1.039,2018
543,74,Middle East and Northern Africa,0.324,5.483,Turkey,0.106,1.38,0.109,0.686,1.148,2018
544,75,Southern Asia,0.334,5.472,Pakistan,0.216,0.81,0.113,0.424,0.652,2018
545,76,Eastern Asia,0.524,5.43,Hong Kong,0.246,1.29,0.291,1.03,1.405,2018
546,77,Western Europe,0.562,5.41,Portugal,0.055,1.429,0.017,0.884,1.188,2018
547,78,Central and Eastern Europe,0.288,5.398,Serbia,0.134,1.369,0.043,0.685,0.975,2018
548,79,Western Europe,0.131,5.358,Greece,0.0,1.202,0.044,0.879,1.154,2018
549,80,Middle East and Northern Africa,0.503,5.358,Lebanon,0.214,1.179,0.136,0.785,0.965,2018
550,81,Central and Eastern Europe,0.259,5.347,Montenegro,0.111,1.279,0.081,0.729,1.017,2018
551,82,Central and Eastern Europe,0.38,5.321,Croatia,0.12,1.161,0.039,0.737,1.115,2018
552,83,Latin America and Caribbean,0.578,5.302,Dominican Republic,0.12,1.441,0.106,0.614,0.982,2018
553,84,Middle East and Northern Africa,0.077,5.295,Algeria,0.055,1.154,0.135,0.687,0.979,2018
554,85,Middle East and Northern Africa,0.46,5.254,Morocco,0.026,0.797,0.074,0.669,0.779,2018
555,86,Eastern Asia,0.597,5.246,China,0.029,1.142,0.103,0.799,0.989,2018
556,87,Central and Eastern Europe,0.43,5.201,Azerbaijan,0.031,1.161,0.176,0.603,1.024,2018
557,88,Central and Eastern Europe,0.292,5.199,Tajikistan,0.187,1.166,0.034,0.598,0.474,2018
558,89,Central and Eastern Europe,0.394,5.185,Macedonia,0.173,1.239,0.052,0.691,0.959,2018
559,90,Middle East and Northern Africa,0.468,5.161,Jordan,0.13,1.265,0.134,0.645,0.822,2018
560,91,Sub-Saharan Africa,0.462,5.155,Nigeria,0.201,1.172,0.032,0.048,0.689,2018
561,92,Central and Eastern Europe,0.54,5.131,Kyrgyzstan,0.281,1.416,0.035,0.594,0.53,2018
562,93,Central and Eastern Europe,0.28,5.129,Bosnia and Herzegovina,0.216,1.078,0.0,0.758,0.915,2018
563,94,Eastern Asia,0.395,5.125,Mongolia,0.253,1.517,0.032,0.575,0.914,2018
564,95,Southeastern Asia,0.618,5.103,Vietnam,0.177,1.365,0.079,0.702,0.715,2018
565,96,Southeastern Asia,0.538,5.093,Indonesia,0.484,1.215,0.018,0.522,0.899,2018
566,97,Southern Asia,0.541,5.082,Bhutan,0.364,1.335,0.171,0.527,0.796,2018
567,98,-,0.674,4.982,Somalia,0.238,0.712,0.282,0.115,0.0,2018
568,99,Sub-Saharan Africa,0.454,4.975,Cameroon,0.183,0.891,0.043,0.182,0.535,2018
569,100,Central and Eastern Europe,0.359,4.933,Bulgaria,0.064,1.515,0.009,0.712,1.054,2018
570,101,Southern Asia,0.526,4.88,Nepal,0.302,1.228,0.078,0.539,0.425,2018
571,102,Latin America and Caribbean,0.133,4.806,Venezuela,0.056,1.469,0.052,0.657,0.996,2018
572,103,Sub-Saharan Africa,0.356,4.758,Gabon,0.032,1.164,0.052,0.404,1.036,2018
573,104,Middle East and Northern Africa,0.266,4.743,Palestinian Territories,0.086,1.217,0.076,0.602,0.642,2018
574,105,Sub-Saharan Africa,0.516,4.724,South Africa,0.103,1.41,0.056,0.33,0.94,2018
575,106,Middle East and Northern Africa,0.459,4.707,Iran,0.282,0.771,0.129,0.691,1.059,2018
576,107,Sub-Saharan Africa,0.467,4.671,Ivory Coast,0.146,0.872,0.103,0.08,0.541,2018
577,108,Sub-Saharan Africa,0.499,4.657,Ghana,0.212,0.896,0.029,0.337,0.592,2018
578,109,Sub-Saharan Africa,0.406,4.631,Senegal,0.138,1.117,0.082,0.433,0.429,2018
579,110,Southeastern Asia,0.626,4.623,Laos,0.23,1.034,0.174,0.441,0.72,2018
580,111,Middle East and Northern Africa,0.271,4.592,Tunisia,0.04,0.906,0.063,0.69,0.9,2018
581,112,Central and Eastern Europe,0.419,4.586,Albania,0.149,0.817,0.032,0.79,0.916,2018
582,113,Sub-Saharan Africa,0.355,4.571,Sierra Leone,0.238,0.813,0.053,0.0,0.256,2018
583,114,Sub-Saharan Africa,0.514,4.559,Congo (Brazzaville),0.091,0.811,0.077,0.343,0.682,2018
584,115,Southern Asia,0.58,4.5,Bangladesh,0.153,0.85,0.144,0.579,0.532,2018
585,116,Southern Asia,0.585,4.471,Sri Lanka,0.307,1.314,0.05,0.672,0.918,2018
586,117,Middle East and Northern Africa,0.304,4.456,Iraq,0.148,0.971,0.095,0.536,1.01,2018
587,118,Sub-Saharan Africa,0.367,4.447,Mali,0.139,1.233,0.056,0.152,0.37,2018
588,119,-,0.519,4.441,Namibia,0.051,1.281,0.064,0.365,0.874,2018
589,120,Southeastern Asia,0.696,4.433,Cambodia,0.256,1.088,0.065,0.457,0.549,2018
590,121,Sub-Saharan Africa,0.312,4.424,Burkina Faso,0.175,1.097,0.128,0.254,0.314,2018
591,122,Middle East and Northern Africa,0.312,4.419,Egypt,0.092,1.025,0.107,0.553,0.885,2018
592,123,Sub-Saharan Africa,0.531,4.417,Mozambique,0.206,0.902,0.158,0.173,0.198,2018
593,124,Sub-Saharan Africa,0.504,4.41,Kenya,0.352,1.048,0.055,0.454,0.493,2018
594,125,Sub-Saharan Africa,0.503,4.377,Zambia,0.221,1.047,0.082,0.295,0.562,2018
595,126,Sub-Saharan Africa,0.129,4.356,Mauritania,0.134,1.245,0.093,0.292,0.557,2018
596,127,Sub-Saharan Africa,0.452,4.35,Ethiopia,0.22,0.95,0.146,0.391,0.308,2018
597,128,Central and Eastern Europe,0.375,4.34,Georgia,0.038,0.592,0.215,0.643,0.853,2018
598,129,Central and Eastern Europe,0.26,4.321,Armenia,0.077,0.99,0.028,0.666,0.816,2018
599,130,Southeastern Asia,0.58,4.308,Myanmar,0.598,1.174,0.178,0.429,0.682,2018
600,131,Sub-Saharan Africa,0.189,4.301,Chad,0.181,0.907,0.06,0.053,0.358,2018
601,132,Sub-Saharan Africa,0.312,4.245,Congo (Kinshasa),0.197,1.136,0.052,0.204,0.069,2018
602,133,Southern Asia,0.539,4.19,India,0.172,0.747,0.093,0.485,0.721,2018
603,134,Sub-Saharan Africa,0.39,4.166,Niger,0.175,0.867,0.099,0.221,0.131,2018
604,135,Sub-Saharan Africa,0.45,4.161,Uganda,0.259,1.09,0.061,0.237,0.322,2018
605,136,Sub-Saharan Africa,0.44,4.141,Benin,0.163,0.372,0.067,0.24,0.378,2018
606,137,Sub-Saharan Africa,0.016,4.139,Sudan,0.134,1.24,0.082,0.312,0.605,2018
607,138,Central and Eastern Europe,0.163,4.103,Ukraine,0.187,1.413,0.011,0.609,0.793,2018
608,139,Sub-Saharan Africa,0.434,3.999,Togo,0.158,0.474,0.101,0.253,0.259,2018
609,140,Sub-Saharan Africa,0.394,3.964,Guinea,0.185,0.792,0.094,0.211,0.344,2018
610,141,Sub-Saharan Africa,0.423,3.808,Lesotho,0.116,1.215,0.112,0.079,0.472,2018
611,142,Sub-Saharan Africa,0.0,3.795,Angola,0.079,1.125,0.061,0.269,0.73,2018
612,143,Sub-Saharan Africa,0.221,3.774,Madagascar,0.155,0.908,0.049,0.402,0.262,2018
613,144,Sub-Saharan Africa,0.406,3.692,Zimbabwe,0.132,1.094,0.099,0.248,0.357,2018
614,145,Southern Asia,0.085,3.632,Afghanistan,0.191,0.537,0.036,0.255,0.332,2018
615,146,Sub-Saharan Africa,0.557,3.59,Botswana,0.042,1.174,0.092,0.417,1.017,2018
616,147,Sub-Saharan Africa,0.531,3.587,Malawi,0.21,0.541,0.08,0.306,0.186,2018
617,148,Latin America and Caribbean,0.025,3.582,Haiti,0.392,0.714,0.104,0.289,0.315,2018
618,149,Sub-Saharan Africa,0.419,3.495,Liberia,0.206,0.858,0.03,0.267,0.076,2018
619,150,Middle East and Northern Africa,0.088,3.462,Syria,0.376,0.382,0.144,0.539,0.689,2018
620,151,Sub-Saharan Africa,0.636,3.408,Rwanda,0.2,0.896,0.444,0.4,0.332,2018
621,152,Middle East and Northern Africa,0.244,3.355,Yemen,0.083,1.073,0.064,0.343,0.442,2018
622,153,Sub-Saharan Africa,0.481,3.303,Tanzania,0.27,0.991,0.097,0.381,0.455,2018
623,154,-,0.112,3.254,South Sudan,0.224,0.608,0.106,0.177,0.337,2018
624,155,Sub-Saharan Africa,0.305,3.083,Central African Republic,0.218,0.0,0.038,0.01,0.024,2018
625,156,Sub-Saharan Africa,0.065,2.905,Burundi,0.149,0.627,0.076,0.145,0.091,2018
626,1,Western Europe,0.596,7.769,Finland,0.153,1.587,0.393,0.986,1.34,2019
627,2,Western Europe,0.592,7.6,Denmark,0.252,1.573,0.41,0.996,1.383,2019
628,3,Western Europe,0.603,7.554,Norway,0.271,1.582,0.341,1.028,1.488,2019
629,4,Western Europe,0.591,7.494,Iceland,0.354,1.624,0.118,1.026,1.38,2019
630,5,Western Europe,0.557,7.488,Netherlands,0.322,1.522,0.298,0.999,1.396,2019
631,6,Western Europe,0.572,7.48,Switzerland,0.263,1.526,0.343,1.052,1.452,2019
632,7,Western Europe,0.574,7.343,Sweden,0.267,1.487,0.373,1.009,1.387,2019
633,8,Australia and New Zealand,0.585,7.307,New Zealand,0.33,1.557,0.38,1.026,1.303,2019
634,9,North America,0.584,7.278,Canada,0.285,1.505,0.308,1.039,1.365,2019
635,10,Western Europe,0.532,7.246,Austria,0.244,1.475,0.226,1.016,1.376,2019
636,11,Australia and New Zealand,0.557,7.228,Australia,0.332,1.548,0.29,1.036,1.372,2019
637,12,Latin America and Caribbean,0.558,7.167,Costa Rica,0.144,1.441,0.093,0.963,1.034,2019
638,13,Middle East and Northern Africa,0.371,7.139,Israel,0.261,1.455,0.082,1.029,1.276,2019
639,14,Western Europe,0.526,7.09,Luxembourg,0.194,1.479,0.316,1.012,1.609,2019
640,15,Western Europe,0.45,7.054,United Kingdom,0.348,1.538,0.278,0.996,1.333,2019
641,16,Western Europe,0.516,7.021,Ireland,0.298,1.553,0.31,0.999,1.499,2019
642,17,Western Europe,0.495,6.985,Germany,0.261,1.454,0.265,0.987,1.373,2019
643,18,Western Europe,0.473,6.923,Belgium,0.16,1.504,0.21,0.986,1.356,2019
644,19,North America,0.454,6.892,United States,0.28,1.457,0.128,0.874,1.433,2019
645,20,Central and Eastern Europe,0.457,6.852,Czech Republic,0.046,1.487,0.036,0.92,1.269,2019
646,21,Middle East and Northern Africa,0.598,6.825,United Arab Emirates,0.262,1.31,0.182,0.825,1.503,2019
647,22,Western Europe,0.564,6.726,Malta,0.375,1.52,0.151,0.999,1.3,2019
648,23,Latin America and Caribbean,0.433,6.595,Mexico,0.074,1.323,0.073,0.861,1.07,2019
649,24,Western Europe,0.436,6.592,France,0.111,1.472,0.183,1.045,1.324,2019
650,25,Eastern Asia,0.351,6.446,Taiwan,0.242,1.43,0.097,0.914,1.368,2019
651,26,Latin America and Caribbean,0.357,6.444,Chile,0.187,1.369,0.056,0.92,1.159,2019
652,27,Latin America and Caribbean,0.535,6.436,Guatemala,0.175,1.269,0.078,0.746,0.8,2019
653,28,Middle East and Northern Africa,0.439,6.375,Saudi Arabia,0.08,1.357,0.132,0.795,1.403,2019
654,29,Middle East and Northern Africa,0.555,6.374,Qatar,0.22,1.313,0.167,0.871,1.684,2019
655,30,Western Europe,0.362,6.354,Spain,0.153,1.484,0.079,1.062,1.286,2019
656,31,Latin America and Caribbean,0.516,6.321,Panama,0.109,1.442,0.054,0.91,1.149,2019
657,32,Latin America and Caribbean,0.39,6.3,Brazil,0.099,1.439,0.086,0.802,1.004,2019
658,33,Latin America and Caribbean,0.523,6.293,Uruguay,0.127,1.465,0.15,0.891,1.124,2019
659,34,Southeastern Asia,0.556,6.262,Singapore,0.271,1.463,0.453,1.141,1.572,2019
660,35,Latin America and Caribbean,0.43,6.253,El Salvador,0.093,1.242,0.074,0.789,0.794,2019
661,36,Western Europe,0.231,6.223,Italy,0.158,1.488,0.03,1.039,1.294,2019
662,37,Middle East and Northern Africa,0.536,6.199,Bahrain,0.255,1.368,0.11,0.871,1.362,2019
663,38,Central and Eastern Europe,0.334,6.198,Slovakia,0.121,1.504,0.014,0.881,1.246,2019
664,39,-,0.489,6.192,Trinidad & Tobago,0.185,1.477,0.016,0.713,1.231,2019
665,40,Central and Eastern Europe,0.483,6.182,Poland,0.117,1.438,0.05,0.884,1.206,2019
666,41,Central and Eastern Europe,0.631,6.174,Uzbekistan,0.322,1.529,0.24,0.756,0.745,2019
667,42,Central and Eastern Europe,0.291,6.149,Lithuania,0.043,1.515,0.042,0.818,1.238,2019
668,43,Latin America and Caribbean,0.47,6.125,Colombia,0.099,1.41,0.034,0.841,0.985,2019
669,44,Central and Eastern Europe,0.564,6.118,Slovenia,0.144,1.523,0.057,0.953,1.258,2019
670,45,Latin America and Caribbean,0.435,6.105,Nicaragua,0.2,1.325,0.127,0.835,0.694,2019
671,46,Central and Eastern Europe,0.489,6.1,Kosovo,0.262,1.232,0.006,0.758,0.882,2019
672,47,Latin America and Caribbean,0.471,6.086,Argentina,0.066,1.432,0.05,0.881,1.092,2019
673,48,Central and Eastern Europe,0.462,6.07,Romania,0.083,1.232,0.005,0.825,1.162,2019
674,49,Western Europe,0.406,6.046,Cyprus,0.19,1.223,0.041,1.042,1.263,2019
675,50,Latin America and Caribbean,0.498,6.028,Ecuador,0.126,1.312,0.087,0.868,0.912,2019
676,51,Middle East and Northern Africa,0.493,6.021,Kuwait,0.142,1.319,0.097,0.808,1.5,2019
677,52,Southeastern Asia,0.557,6.008,Thailand,0.359,1.409,0.028,0.828,1.05,2019
678,53,Central and Eastern Europe,0.264,5.94,Latvia,0.075,1.465,0.064,0.812,1.187,2019
679,54,Eastern Asia,0.159,5.895,South Korea,0.175,1.219,0.056,1.036,1.301,2019
680,55,Central and Eastern Europe,0.495,5.893,Estonia,0.103,1.528,0.161,0.874,1.237,2019
681,56,Latin America and Caribbean,0.49,5.89,Jamaica,0.107,1.478,0.028,0.831,0.831,2019
682,57,Sub-Saharan Africa,0.498,5.888,Mauritius,0.215,1.402,0.06,0.798,1.12,2019
683,58,Eastern Asia,0.445,5.886,Japan,0.069,1.419,0.14,1.088,1.327,2019
684,59,Latin America and Caribbean,0.507,5.86,Honduras,0.246,1.236,0.078,0.828,0.642,2019
685,60,Central and Eastern Europe,0.41,5.809,Kazakhstan,0.146,1.508,0.096,0.729,1.173,2019
686,61,Latin America and Caribbean,0.511,5.779,Bolivia,0.137,1.209,0.064,0.706,0.776,2019
687,62,Central and Eastern Europe,0.199,5.758,Hungary,0.081,1.41,0.02,0.828,1.201,2019
688,63,Latin America and Caribbean,0.514,5.743,Paraguay,0.184,1.475,0.08,0.777,0.855,2019
689,64,-,0.417,5.718,Northern Cyprus,0.191,1.252,0.162,1.042,1.263,2019
690,65,Latin America and Caribbean,0.455,5.697,Peru,0.083,1.274,0.027,0.854,0.96,2019
691,66,Western Europe,0.508,5.693,Portugal,0.047,1.431,0.025,0.999,1.221,2019
692,67,Southern Asia,0.313,5.653,Pakistan,0.22,0.886,0.098,0.535,0.677,2019
693,68,Central and Eastern Europe,0.334,5.648,Russia,0.082,1.452,0.031,0.726,1.183,2019
694,69,Southeastern Asia,0.558,5.631,Philippines,0.117,1.293,0.107,0.657,0.807,2019
695,70,Central and Eastern Europe,0.282,5.603,Serbia,0.137,1.383,0.039,0.854,1.004,2019
696,71,Central and Eastern Europe,0.245,5.529,Moldova,0.181,1.328,0.0,0.739,0.685,2019
697,72,Middle East and Northern Africa,0.416,5.525,Libya,0.133,1.303,0.152,0.673,1.044,2019
698,73,Central and Eastern Europe,0.197,5.523,Montenegro,0.142,1.361,0.08,0.871,1.051,2019
